ra          |dec          |radius          
1.85208333333    47.0411111111    1.73780082875
1.87958333333    -20.7316666667    1.07151930524
1.875    -11.8483333333    1.31825673856
1.875    25.5886111111    1.31825673856
1.95375    35.3625    1.1481536215
1.96166666667    35.9663888889    0.912010839356
2.00625    33.07    0.870963589956
2.025    9.72    1.41253754462
2.025    7.77    1.34896288259
2.04208333333    27.0036111111    0.954992586021
2.025    27.5202777778    1.23026877081
2.05583333333    -34.5783333333    1.09647819614
2.07625    -59.515    2.18776162395
2.08583333333    -29.915    2.23872113857
2.14333333333    -33.8583333333    2.39883291902
2.14333333333    -10.9494444444    1.20226443462
2.14916666667    -5.2175    1.25892541179
2.15    44.0963888889    1.20226443462
2.15    -0.746388888889    1.0
2.17666666667    37.4505555556    1.58489319246
2.18666666667    24.5427777778    1.1220184543
2.18708333333    4.61277777778    1.73780082875
2.19333333333    15.815    2.88403150313
2.20041666667    33.4338888889    2.51188643151
2.205    -49.9016666667    0.588843655356
2.22875    23.8180555556    1.34896288259
2.225    25.6180555556    1.62181009736
2.25    10.8847222222    1.47910838817
2.26791666667    -32.915    1.51356124844
2.26958333333    27.7302777778    1.73780082875
2.25    21.6302777778    1.02329299228
2.27916666667    -37.355    0.977237220956
2.325    0.605    1.02329299228
2.35416666667    -36.7183333333    0.954992586021
2.37125    47.3572222222    1.3803842646
2.38708333333    33.3094444444    1.62181009736
2.40125    -32.2766666667    1.73780082875
2.425    28.36    1.1481536215
2.44833333333    27.8297222222    1.69824365246
2.44833333333    26.79    1.69824365246
2.465    -64.3716666667    1.62181009736
2.45    4.68833333333    1.09647819614
2.47333333333    25.9230555556    2.1379620895
2.48583333333    -24.9619444444    5.88843655356
2.475    16.9452777778    1.02329299228
2.49958333333    -57.02    1.28824955169
2.50708333333    28.2094444444    1.07151930524
2.51375    28.1502777778    1.1220184543
2.52875    -6.32194444444    1.51356124844
2.57458333333    -18.265    1.44543977075
2.58333333333    -46.4186111111    2.08929613085
2.59333333333    30.8491666667    2.18776162395
2.60416666667    -46.4916666667    1.25892541179
2.60958333333    28.9891666667    1.94984459976
2.61    25.8325    1.99526231497
2.61    10.9747222222    1.99526231497
2.6375    28.9972222222    1.28824955169
2.625    28.6805555556    1.02329299228
2.66083333333    -56.985    0.912010839356
2.665    -56.8019444444    1.04712854805
2.65    13.7186111111    2.6302679919
2.67291666667    32.9830555556    1.20226443462
2.68125    28.5641666667    0.56234132519
2.68666666667    -47.075    1.81970085861
2.69625    33.3513888889    1.77827941004
2.7    25.5513888889    1.25892541179
2.72791666667    -21.0686111111    0.933254300797
2.74083333333    -35.2102777778    0.870963589956
2.75625    30.0558333333    1.51356124844
2.77791666667    -12.1075    2.18776162395
2.77791666667    29.0852777778    2.18776162395
2.80375    -33.5802777778    1.44543977075
2.81291666667    28.9038888889    1.28824955169
2.8    2.67055555556    0.63095734448
2.83833333333    -28.8552777778    1.23026877081
2.84375    6.38972222222    2.29086765277
2.85083333333    -41.3969444444    1.86208713666
2.85083333333    -56.9569444444    1.02329299228
2.90625    -36.9386111111    1.58489319246
2.90791666667    27.9483333333    1.02329299228
2.92875    20.9744444444    0.426579518802
2.93958333333    28.5002777778    0.912010839356
2.94625    -5.58694444444    1.3803842646
2.95    -1.08694444444    0.794328234724
2.95    23.0244444444    0.794328234724
2.975    26.3911111111    1.20226443462
3.01833333333    -47.2952777778    1.1220184543
3.01833333333    24.9872222222    1.1220184543
3.03333333333    12.0447222222    1.23026877081
3.03833333333    27.9111111111    0.758577575029
3.04083333333    29.3194444444    0.43651583224
3.05    41.7361111111    1.94984459976
3.06583333333    22.3219444444    1.17489755494
3.08041666667    31.0622222222    1.20226443462
3.15375    5.50388888889    0.954992586021
3.20041666667    22.0238888889    0.870963589956
3.2    22.1072222222    1.02329299228
3.22875    33.3594444444    1.51356124844
3.2525    39.2466666667    1.20226443462
3.25416666667    30.9158333333    1.69824365246
3.2625    14.4108333333    1.04712854805
3.26375    -24.2152777778    1.1220184543
3.31541666667    -49.3419444444    0.831763771103
3.3    17.0252777778    2.29086765277
3.33416666667    -37.5136111111    1.44543977075
3.35    28.3802777778    1.02329299228
3.36375    17.485    1.07151930524
3.39291666667    -5.09361111111    1.23026877081
3.43125    30.1947222222    0.891250938134
3.43916666667    48.1511111111    1.09647819614
3.45    26.9677777778    1.44543977075
3.45    35.9844444444    2.18776162395
3.45    -4.46777777778    1.23026877081
3.45    3.70111111111    0.933254300797
3.4825    28.7627777778    0.831763771103
3.48708333333    30.8827777778    0.426579518802
3.475    12.9827777778    1.62181009736
3.49791666667    -70.0219444444    1.73780082875
3.50916666667    48.235    1.62181009736
3.51333333333    -23.1836111111    8.51138038202
3.525    7.41694444444    1.1481536215
3.59375    48.2463888889    1.28824955169
3.61833333333    48.6705555556    1.34896288259
3.62041666667    -0.745277777778    2.23872113857
3.62916666667    -7.16833333333    2.34422881532
3.625    28.435    1.07151930524
3.64541666667    48.2561111111    1.44543977075
3.65    18.5727777778    2.18776162395
3.665    -39.6152777778    0.707945784384
3.67    -37.6552777778    1.1220184543
3.67458333333    -60.3288888889    1.99526231497
3.68625    -7.34555555556    2.29086765277
3.675    5.22888888889    1.20226443462
3.72916666667    -24.0902777778    0.758577575029
3.73125    -86.9938888889    1.09647819614
3.73125    26.3305555556    0.676082975392
3.775    -35.1438888889    0.616595001861
3.78208333333    -7.10722222222    1.28824955169
3.78541666667    -39.2202777778    32.359365693
3.8    5.88694444444    1.1220184543
3.8225    -57.2438888889    1.25892541179
3.825    -8.17722222222    1.3803842646
3.855    -21.4438888889    2.39883291902
3.87916666667    17.3266666667    2.23872113857
3.88    -32.1822222222    1.31825673856
3.88    25.1138888889    1.31825673856
3.925    27.4472222222    1.1481536215
3.925    29.6638888889    1.54881661891
3.93375    -33.0305555556    0.912010839356
3.96375    16.0902777778    1.31825673856
3.96916666667    19.7744444444    0.501187233627
3.98583333333    14.0722222222    1.3803842646
3.99333333333    -0.304166666667    1.28824955169
4.05666666667    10.3325    1.25892541179
4.10125    -6.31833333333    1.04712854805
4.12666666667    29.9202777778    1.54881661891
4.15    47.9369444444    1.23026877081
4.175    2.45361111111    1.1220184543
4.175    7.05361111111    1.51356124844
4.175    12.3369444444    2.6302679919
4.175    29.6144444444    2.6302679919
4.2125    -5.26861111111    1.41253754462
4.225    27.8519444444    0.954992586021
4.225    29.9408333333    0.954992586021
4.27083333333    42.1611111111    1.73780082875
4.25    17.5277777778    1.31825673856
4.27291666667    -13.4866666667    1.04712854805
4.27375    -6.37416666667    1.23026877081
4.27625    -4.61083333333    1.1481536215
4.275    34.4775    1.31825673856
4.275    23.7519444444    1.31825673856
4.2925    -19.3005555556    1.65958690744
4.275    6.71722222222    1.02329299228
4.32083333333    30.2136111111    0.56234132519
4.33041666667    6.72333333333    0.977237220956
4.35    18.09    1.51356124844
4.35    26.2608333333    1.51356124844
4.37666666667    -6.82555555556    1.58489319246
4.37666666667    22.4922222222    1.58489319246
4.40041666667    30.2052777778    1.94984459976
4.425    24.6719444444    1.0
4.44    11.4494444444    1.81970085861
4.45208333333    -68.3588888889    1.17489755494
4.48083333333    -47.9288888889    0.891250938134
4.49958333333    24.5616666667    0.870963589956
4.50666666667    -59.0855555556    1.65958690744
4.51875    -33.8741666667    1.44543977075
4.5    18.2908333333    1.17489755494
4.525    -37.7105555556    1.23026877081
4.5625    30.0625    0.977237220956
4.55    19.3958333333    1.02329299228
4.57625    30.0719444444    2.08929613085
4.58583333333    30.0394444444    0.912010839356
4.58791666667    -73.1522222222    1.0
4.59375    30.0805555556    1.47910838817
4.575    17.8472222222    0.933254300797
4.59875    30.0627777778    1.25892541179
4.59916666667    48.7305555556    1.28824955169
4.6    49.9972222222    1.62181009736
4.61875    30.04    1.1481536215
4.64333333333    30.0358333333    0.331131121483
4.66291666667    -15.3222222222    1.62181009736
4.7    -19.0075    1.51356124844
4.70875    -10.3611111111    1.1481536215
4.71166666667    -8.45972222222    1.20226443462
4.71208333333    -10.3772222222    1.1220184543
4.78333333333    -57.6433333333    2.18776162395
4.75    23.4766666667    1.20226443462
4.76916666667    -22.9375    1.17489755494
4.75    15.7375    1.1220184543
4.775    19.3875    1.1220184543
4.78916666667    -24.5225    1.07151930524
4.79916666667    -22.6705555556    1.54881661891
4.825    6.43722222222    1.47910838817
4.89583333333    47.2413888889    1.73780082875
4.875    13.1913888889    0.933254300797
4.9075    29.9352777778    1.04712854805
4.91708333333    -51.2675    1.34896288259
4.95041666667    -34.4725    1.3803842646
4.95    23.7725    0.977237220956
4.99375    -77.0908333333    1.54881661891
4.975    9.14083333333    1.04712854805
5.0    19.9908333333    1.25892541179
5.00041666667    -6.33527777778    1.54881661891
5.0    10.8686111111    1.69824365246
5.0    15.1019444444    1.1220184543
5.025    -54.5241666667    1.09647819614
5.08458333333    7.70111111111    1.51356124844
5.09541666667    -14.0352777778    1.28824955169
5.1025    59.2916666667    13.4896288259
5.10625    0.826666666667    1.09647819614
5.11416666667    0.833055555556    0.676082975392
5.14291666667    47.4344444444    1.65958690744
5.1725    -23.2825    1.58489319246
5.175    -4.43333333333    1.1481536215
5.18666666667    22.5994444444    0.707945784384
5.2    20.0327777778    1.02329299228
5.23291666667    21.8655555556    0.758577575029
5.2375    -63.8575    2.04173794467
5.225    12.8575    0.954992586021
5.24333333333    17.6891666667    1.02329299228
5.25    7.60583333333    1.1220184543
5.27791666667    26.5141666667    0.616595001861
5.28625    27.2116666667    1.34896288259
5.28666666667    -50.4908333333    0.870963589956
5.29708333333    22.3580555556    1.86208713666
5.3    30.4747222222    0.645654229035
5.31333333333    -48.6294444444    0.870963589956
5.32041666667    30.5069444444    0.912010839356
5.32041666667    29.8586111111    0.912010839356
5.325    23.1086111111    1.20226443462
5.34208333333    -48.6408333333    0.794328234724
5.345    22.4355555556    1.62181009736
5.33416666667    17.3405555556    0.794328234724
5.35041666667    -48.6658333333    1.17489755494
5.37166666667    22.5005555556    0.891250938134
5.37958333333    29.6605555556    0.977237220956
5.38375    -48.6261111111    1.94984459976
5.46541666667    22.4002777778    1.99526231497
5.5    22.4002777778    1.41253754462
5.5    23.7336111111    1.17489755494
5.5425    -4.34722222222    1.31825673856
5.55    20.6138888889    1.02329299228
5.55916666667    10.4938888889    2.04173794467
5.575    6.44388888889    1.23026877081
5.60958333333    29.5030555556    1.23026877081
5.61    -53.6461111111    2.69153480393
5.625    29.7452777778    1.54881661891
5.63875    28.1213888889    1.1220184543
5.64166666667    -8.48722222222    1.31825673856
5.66125    -48.5811111111    1.25892541179
5.69083333333    29.9402777778    0.691830970919
5.69083333333    24.1513888889    0.691830970919
5.70583333333    -45.2694444444    1.65958690744
5.7    6.96944444444    0.851138038202
5.7    25.2130555556    0.851138038202
5.7375    16.2527777778    1.0
5.75583333333    -56.8358333333    1.62181009736
5.75    2.43583333333    1.23026877081
5.79666666667    27.4327777778    0.660693448008
5.79666666667    24.9547222222    0.660693448008
5.81791666667    -8.4925    1.04712854805
5.825    35.1425    1.1481536215
5.875    20.2425    1.47910838817
5.95    14.6872222222    1.1220184543
5.97416666667    28.3316666667    0.933254300797
5.97583333333    -62.2711111111    0.660693448008
5.9775    -32.5363888889    2.18776162395
5.975    24.3030555556    1.04712854805
5.99875    15.7694444444    1.41253754462
6.00958333333    25.6622222222    0.549540873858
6.01083333333    16.4858333333    5.6234132519
6.11875    -50.6847222222    1.1220184543
6.125    -11.4847222222    1.69824365246
6.125    29.2680555556    1.69824365246
6.16166666667    33.2527777778    1.09647819614
6.17916666667    14.8222222222    0.933254300797
6.19416666667    29.5602777778    1.1481536215
6.2    45.1602777778    0.977237220956
6.225    6.66027777778    1.0
6.245    43.6625    0.794328234724
6.265    31.3447222222    1.94984459976
6.37291666667    -14.5536111111    1.69824365246
6.275    42.0536111111    1.04712854805
6.3    6.48694444444    2.45470891569
6.30708333333    30.0361111111    0.912010839356
6.32083333333    12.885    1.1481536215
6.37083333333    20.2375    1.77827941004
6.37458333333    45.9216666667    1.99526231497
6.375    24.8216666667    1.0
6.38    -33.0463888889    1.86208713666
6.44958333333    -2.28472222222    2.08929613085
6.45458333333    -62.33    1.1481536215
6.45    5.41333333333    1.3803842646
6.45    25.7233333333    1.3803842646
6.49583333333    29.2113888889    2.04173794467
6.49541666667    14.3475    1.02329299228
6.5125    -32.8455555556    1.73780082875
6.5125    25.7188888889    1.73780082875
6.53    25.725    1.65958690744
6.53416666667    25.66    0.32359365693
6.5425    13.6536111111    1.51356124844
6.52875    16.4366666667    1.25892541179
6.55    21.8033333333    1.17489755494
6.5725    -4.4925    1.41253754462
6.6    6.2925    1.25892541179
6.63833333333    -41.8533333333    0.954992586021
6.695    -33.6766666667    1.94984459976
6.675    11.56    0.891250938134
6.70375    31.7030555556    1.1220184543
6.71375    49.1169444444    0.501187233627
6.72791666667    -2.50138888889    1.41253754462
6.735    50.0308333333    1.90546071796
6.73833333333    -56.9783333333    1.04712854805
6.74291666667    -1.78583333333    0.831763771103
6.76208333333    11.5841666667    3.16227766017
6.775    51.0841666667    1.23026877081
6.78833333333    -40.9833333333    1.20226443462
6.79541666667    1.33361111111    0.691830970919
6.8    24.1669444444    1.20226443462
6.80958333333    20.0716666667    0.933254300797
6.81791666667    -1.78    0.724435960075
6.81791666667    39.7922222222    1.17489755494
6.8    44.0422222222    1.65958690744
6.86708333333    -32.6466666667    1.73780082875
6.87583333333    -1.51388888889    1.3803842646
6.87583333333    30.995    1.3803842646
6.89291666667    8.87472222222    2.57039578277
6.89416666667    -34.1966666667    1.47910838817
6.95791666667    -1.2    1.44543977075
6.96916666667    -1.81027777778    1.41253754462
6.975    26.0102777778    1.1220184543
6.975    30.6102777778    0.977237220956
6.99041666667    32.7763888889    1.1481536215
6.99375    2.50694444444    1.81970085861
6.99916666667    30.7652777778    1.0
7.0175    -58.1036111111    1.31825673856
7.0175    23.4561111111    1.31825673856
7.0625    30.8022222222    1.77827941004
7.05    3.21888888889    1.25892541179
7.05    31.1994444444    1.25892541179
7.09041666667    3.38888888889    1.17489755494
7.075    27.3888888889    1.54881661891
7.08625    -49.0769444444    0.933254300797
7.07708333333    3.38305555556    1.77827941004
7.075    -0.233055555556    1.23026877081
7.0925    2.52638888889    1.1220184543
7.11541666667    -7.39166666667    1.1220184543
7.12958333333    33.2716666667    1.41253754462
7.14458333333    31.1541666667    0.933254300797
7.15875    2.95416666667    0.891250938134
7.17458333333    -59.9469444444    1.09647819614
7.19041666667    -32.4052777778    1.34896288259
7.20125    3.43111111111    0.43651583224
7.2    28.9477777778    1.02329299228
7.21    2.83972222222    1.65958690744
7.2    10.1397222222    1.04712854805
7.225    43.4230555556    1.3803842646
7.28375    15.9002777778    1.99526231497
7.28375    31.0041666667    1.99526231497
7.28416666667    2.81055555556    0.776247116629
7.30083333333    2.8725    0.776247116629
7.30333333333    33.1019444444    0.954992586021
7.3125    2.86527777778    2.51188643151
7.32666666667    2.86972222222    0.676082975392
7.34625    31.3930555556    1.1481536215
7.375    -1.09305555556    1.04712854805
7.41    -33.2586111111    1.86208713666
7.42625    -51.5186111111    1.44543977075
7.42833333333    21.4725    0.933254300797
7.47291666667    31.3927777778    1.31825673856
7.475    3.52611111111    1.1481536215
7.525    -11.1094444444    1.99526231497
7.53541666667    -36.8805555556    1.07151930524
7.54458333333    2.09361111111    1.90546071796
7.55166666667    -41.1005555556    1.94984459976
7.575    25.0838888889    0.933254300797
7.5925    -33.2455555556    8.51138038202
7.60041666667    -48.6838888889    1.62181009736
7.6    42.0838888889    1.90546071796
7.62416666667    -8.78388888889    1.28824955169
7.62416666667    23.1158333333    1.28824955169
7.66291666667    12.6802777778    0.794328234724
7.6425    13.3658333333    1.34896288259
7.66041666667    -31.8322222222    1.02329299228
7.66708333333    -28.7122222222    1.1481536215
7.69166666667    -29.3438888889    0.812830516164
7.7    10.6605555556    1.04712854805
7.72375    -56.4372222222    0.933254300797
7.73541666667    42.1925    1.04712854805
7.725    -7.22583333333    1.1220184543
7.74208333333    10.2088888889    1.34896288259
7.725    5.17555555556    1.31825673856
7.75958333333    -36.8888888889    1.09647819614
7.7775    5.07888888889    0.831763771103
7.78833333333    -22.6188888889    1.1220184543
7.79375    4.50555555556    0.660693448008
7.80041666667    -0.406944444444    0.707945784384
7.80875    -7.84138888889    1.34896288259
7.8    -10.4747222222    1.44543977075
7.80916666667    -36.8538888889    1.02329299228
7.81708333333    -22.5608333333    1.0
7.82666666667    28.9925    1.23026877081
7.82916666667    8.47555555556    0.676082975392
7.83541666667    30.79    1.58489319246
7.83791666667    -22.6458333333    0.831763771103
7.84541666667    -48.3638888889    1.1220184543
7.84625    -22.7672222222    1.1481536215
7.85    8.46805555556    1.51356124844
7.85708333333    6.20722222222    1.25892541179
7.86916666667    -19.7641666667    1.73780082875
7.8725    8.40055555556    1.1220184543
7.89875    -10.5061111111    1.44543977075
7.89875    14.6116666667    1.31825673856
7.91    8.39055555556    0.933254300797
7.90625    -11.8444444444    1.23026877081
7.9    0.927777777778    0.933254300797
7.925    -2.51111111111    1.25892541179
7.94041666667    -5.1525    1.86208713666
7.95958333333    -26.7208333333    2.6302679919
8.00416666667    -64.3908333333    1.90546071796
8.00875    -64.2525    2.69153480393
7.99    -8.34388888889    1.34896288259
8.03833333333    -40.2658333333    1.73780082875
8.05083333333    31.6813888889    1.44543977075
8.05083333333    31.4166666667    1.44543977075
8.06166666667    -41.3825    1.58489319246
8.09791666667    -42.1725    0.954992586021
8.1    2.5725    1.25892541179
8.125    23.4058333333    1.34896288259
8.125    1.48916666667    1.1481536215
8.17791666667    -11.3186111111    1.73780082875
8.17791666667    26.1183333333    1.73780082875
8.185    30.75    1.23026877081
8.2    11.7333333333    0.933254300797
8.265    -8.11444444444    1.31825673856
8.26625    22.1986111111    0.831763771103
8.28291666667    -32.2591666667    1.31825673856
8.29291666667    -13.1463888889    1.25892541179
8.275    7.91305555556    1.1220184543
8.29833333333    48.5077777778    14.7910838817
8.34166666667    -1.12111111111    1.25892541179
8.35958333333    7.88027777778    0.891250938134
8.37625    -56.7486111111    1.25892541179
8.38208333333    22.9041666667    0.812830516164
8.40041666667    2.68055555556    1.99526231497
8.40208333333    23.4013888889    0.870963589956
8.42458333333    39.5447222222    1.28824955169
8.425    7.24472222222    0.912010839356
8.45    30.7280555556    1.17489755494
8.48416666667    31.4513888889    1.86208713666
8.49208333333    48.9508333333    1.34896288259
8.50583333333    -3.16666666667    1.04712854805
8.51166666667    -9.70555555556    3.80189396321
8.51375    -34.2911111111    0.52480746025
8.53166666667    44.1455555556    1.3803842646
8.53166666667    -21.4358333333    1.3803842646
8.53166666667    -7.60222222222    1.3803842646
8.54625    -30.7744444444    1.86208713666
8.54625    -7.565    1.86208713666
8.55833333333    -21.4711111111    1.1481536215
8.55833333333    -21.4411111111    1.41253754462
8.55    24.6411111111    1.09647819614
8.55    -21.4177777778    1.09647819614
8.56583333333    -27.805    3.89045144994
8.56583333333    -31.7861111111    1.73780082875
8.56583333333    -21.4777777778    1.73780082875
8.575    10.1944444444    0.891250938134
8.6    12.2777777778    1.69824365246
8.6    -7.59972222222    1.69824365246
8.6    30.3997222222    1.69824365246
8.6    3.58305555556    1.04712854805
8.63541666667    -43.6561111111    1.07151930524
8.63833333333    -30.0194444444    1.28824955169
8.65208333333    -55.7894444444    1.28824955169
8.66708333333    -10.7669444444    1.69824365246
8.69375    -8.39666666667    4.26579518802
8.675    53.4466666667    1.54881661891
8.70208333333    28.4086111111    1.07151930524
8.71333333333    39.545    1.09647819614
8.72875    -12.4988888889    1.34896288259
8.73583333333    31.9475    1.0
8.75791666667    -50.2077777778    1.3803842646
8.75791666667    23.3152777778    1.3803842646
8.805    -37.5580555556    1.1481536215
8.805    29.7994444444    1.1481536215
8.82583333333    -44.0813888889    0.891250938134
8.825    2.93138888889    0.954992586021
8.825    3.39805555556    1.0
8.825    4.88138888889    1.07151930524
8.825    36.5147222222    1.07151930524
8.84791666667    -23.3763888889    1.0
8.86333333333    -55.5213888889    0.870963589956
8.89208333333    -2.84888888889    1.31825673856
8.90041666667    -4.73333333333    1.1481536215
8.90083333333    9.12277777778    2.88403150313
8.9    24.2727777778    1.28824955169
8.91708333333    -20.1263888889    2.1379620895
8.9    8.99305555556    1.25892541179
8.95    -25.3730555556    3.38844156139
8.98291666667    31.8711111111    1.1481536215
8.975    23.9711111111    0.912010839356
8.99916666667    -10.1219444444    1.51356124844
9.03958333333    12.6416666667    0.691830970919
9.00791666667    -9.88833333333    1.25892541179
9.01791666667    23.9583333333    2.75422870334
9.03041666667    -32.6047222222    0.891250938134
9.025    21.4713888889    1.20226443462
9.03625    -7.53694444444    1.47910838817
9.025    1.70361111111    1.1481536215
9.05333333333    -12.2588888889    1.3803842646
9.05    25.8088888889    1.58489319246
9.08041666667    32.9027777778    0.870963589956
9.08041666667    45.6647222222    0.870963589956
9.11458333333    -27.785    1.0
9.12083333333    -10.1069444444    1.58489319246
9.14208333333    32.7472222222    1.17489755494
9.15583333333    -27.79    0.812830516164
9.15791666667    -56.9066666667    1.34896288259
9.16458333333    -22.5933333333    0.933254300797
9.19    21.5680555556    1.02329299228
9.19083333333    1.88638888889    0.407380277804
9.21333333333    -28.3683333333    1.81970085861
9.21625    23.9844444444    0.724435960075
